internet,computer,wealth,mean_TestScore
no,no,0.39003656,410.1796667
no,no,-0.777643676,291.3333333
yes,yes,-1.041963227,329.8726667
yes,yes,-1.083734611,298.257
no,no,-1.698009412,295.0723333
yes,no,-0.940020121,431.148
yes,yes,0.618427489,308.6123333
no,no,-0.619278679,374.5873333
no,yes,-0.505475638,318.4193333
no,no,-1.008476355,333.0473333
no,no,-0.690612692,361.166
yes,yes,-0.083575939,322.4386667
no,no,-0.060030482,358.9043333
yes,no,-0.193018709,325.405
no,no,-0.795346371,313.542
no,no,-0.474779339,371.999
no,yes,-0.390800544,454.0363333
no,no,-0.35679044,343.3636667
yes,yes,1.576117134,487.3
yes,yes,0.350706927,442.4506667
no,no,-0.734040978,443.793
yes,yes,0.310069213,463.1616667
yes,yes,1.938717166,492.2076667
yes,yes,1.074424498,486.6383333
yes,yes,1.047826853,455.323
yes,yes,0.985126174,431.0176667
yes,yes,0.961406307,511.3316667
yes,no,1.240550775,586.04
yes,no,-0.541665877,520.9093333
yes,yes,1.488562918,527.019
yes,no,2.139812806,448.102
yes,yes,1.028118434,404.548
no,no,0.770688108,448.7946667
yes,yes,1.914125245,556.2703333
yes,yes,1.907410429,518.6843333
no,yes,0.616683381,515.7823333
no,no,1.238545051,440.9456667
yes,yes,0.588080012,523.9846667
yes,yes,1.65346832,495.305
yes,no,1.403712069,442.3686667
yes,yes,1.876626925,455.6063333
yes,yes,1.028118434,493.511
yes,yes,0.888415391,531.884
yes,yes,0.249635875,495.426
yes,yes,1.656171687,566.559
yes,yes,1.370050787,404.2793333
no,yes,-0.135114327,368.41
yes,yes,1.581175047,390.0776667
yes,yes,1.626085826,558.212
yes,no,0.275448672,375.7056667
yes,yes,1.002567253,510.7673333
yes,yes,2.132313142,487.2343333
no,yes,0.752811003,394.7886667
yes,yes,1.436762914,427.2643333
yes,yes,1.876626925,390.6306667
yes,yes,2.483140445,408.0956667
yes,yes,1.656171687,519.6256667
no,yes,-0.239063157,560.3663333
yes,no,0.249635875,586.5063333
yes,yes,0.384717031,521.1406667
yes,yes,1.108085781,545.0763333
yes,yes,2.113215161,502.4203333
yes,no,0.492938926,596.9606667
yes,yes,0.375909286,645.0263333
yes,yes,1.551263597,560.6236667
yes,yes,1.958599996,497.8503333
yes,yes,0.481166198,585.876
no,yes,1.635416803,538.8973333
yes,yes,1.921101676,505.516
yes,yes,3.193253975,598.97
yes,yes,0.246758097,632.7783333
yes,yes,1.959210434,511.6243333
no,yes,0.159639907,501.648
yes,yes,1.870435342,611.8156667
yes,yes,1.566873363,512.8116667
yes,yes,2.921085938,562.2566667
yes,yes,2.772749561,577.4133333
yes,yes,1.958599996,581.7726667
yes,yes,1.854215138,611.9756667
yes,yes,1.902788543,567.5893333
yes,yes,0.870974312,611.945
yes,yes,1.685821521,608.0386667
yes,yes,1.814972711,589.5566667
yes,yes,1.501730933,565.772
yes,yes,1.261131249,531.9916667
yes,yes,1.916915817,570.2086667
yes,yes,0.802430872,582.1256667
yes,yes,1.886045107,550.2286667
yes,yes,1.893631977,551.8716667
yes,yes,1.887091572,555.495
yes,yes,1.384526882,574.639
yes,yes,1.036228536,600.3286667
yes,yes,1.608731952,603.4923333
yes,yes,3.050673155,639.918
no,no,-0.848890483,343.4986667
no,no,-0.4207992,368.219
no,no,-0.833367923,371.837
no,no,-1.490024545,318.3816667
no,no,-2.203800701,352.9676667
yes,yes,-0.674566899,277.034
no,no,-1.698009412,385.18
no,no,-1.393662584,306.5473333
no,no,-0.932433251,295.873
no,no,-0.833367923,341.603
no,no,-1.267476378,362.143
yes,yes,0.279983352,341.791
yes,yes,0.313819045,380.724
no,no,-0.034304891,352.004
no,no,-1.666702675,351.6643333
no,no,-1.250471326,312.7553333
no,no,-1.357908372,396.623
no,no,-0.465361157,438.8926667
yes,no,-0.527538603,321.3853333
no,no,-1.039783092,334.3213333
no,no,-0.68799653,407.837
no,no,-0.998098913,392.8636667
no,no,-0.844181392,273.2883333
no,no,-1.393662584,357.2226667
no,no,-0.74215108,330.4273333
yes,no,-0.792381387,365.7206667
no,no,-2.203800701,341.853
no,no,-2.203800701,360.755
no,no,0.022727438,353.1296667
no,no,-0.858134255,357.0993333
no,no,-0.237057433,387.4393333
no,no,0.084381652,328.1096667
no,no,-0.605413021,354.5993333
no,no,-0.698112355,383.687
no,no,-1.393662584,388.2006667
no,no,-0.52230628,294.451
no,no,-0.78741068,344.1206667
no,no,-0.934613386,380.575
yes,yes,0.861381719,456.5373333
no,no,-1.698009412,362.3616667
no,no,-1.250471326,315.734
yes,no,0.544913341,435.2233333
no,no,-0.901388131,267.9526667
no,no,0.019500838,412.276
no,yes,-0.619278679,434.0353333
yes,yes,0.295069885,404.3076667
yes,yes,0.31259817,475.7776667
no,no,-0.781219097,390.801
no,yes,-0.140695472,443.1946667
no,yes,-0.019392768,475.006
no,no,-0.491609981,464.1556667
no,yes,-0.105987725,366.2343333
yes,no,-1.015888814,368.2963333
yes,yes,0.071300842,350.6166667
no,yes,0.186499169,391.28
yes,yes,0.082463133,468.162
no,no,-1.18506728,466.4506667
no,no,-0.728023806,409.002
no,no,-0.671427505,426.8693333
no,yes,-0.485592808,419.812
no,yes,-0.326094141,416.373
yes,no,0.048801851,410.188
no,no,-0.877145031,359.99
yes,no,0.264373586,318.1483333
no,no,0.3534975,440.734
no,no,-0.877145031,460.662
no,no,-1.65789493,333.8963333
no,no,-0.594599552,322.3103333
no,no,-1.19605516,362.567
yes,no,1.059948403,355.9476667
no,no,-0.734040978,453.893
no,no,-0.728023806,343.71
no,yes,-0.220139587,364.683
no,no,-0.491609981,387.6596667
yes,no,-0.657300231,405.266
no,no,-0.594599552,356.996
no,no,-1.393662584,400.8716667
no,no,-1.177044384,407.9686667
yes,yes,-0.40867765,389.9106667
no,no,-0.491609981,312.7743333
no,no,-0.980570629,391.8426667
no,no,-0.04189176,391.8006667
no,no,-0.842262873,386.7893333
no,no,-1.133354481,429.4916667
yes,yes,-0.940020121,417.121
yes,no,0.249635875,418.887
no,no,-0.237057433,399.6623333
yes,no,0.481166198,396.794
no,no,-1.393662584,406.382
yes,no,-0.070582335,319.9146667
no,no,-1.393662584,398.7946667
yes,no,-0.289555081,444.39
no,no,-0.796916068,403.522
no,no,-0.934613386,301.4686667
no,no,-0.734040978,377.7353333
no,no,-0.939060861,383.833
yes,no,-0.418357449,345.212
no,no,-0.557014027,326.437
no,no,-0.623726154,276.8366667
no,no,-0.608203593,280.4693333
no,no,-1.698009412,288.514
yes,yes,0.30274396,347.506
no,no,-1.642721192,285.453
no,no,-0.416700547,299.959
no,no,-0.877145031,268.3763333
no,no,-0.011718693,333.902
no,no,-0.491609981,328.781
no,no,-0.084796814,344.5023333
no,no,-0.644917065,338.5986667
no,no,-1.698009412,307.7656667
no,no,-0.557014027,314.3023333
no,no,-0.734040978,316.542
no,no,-0.728023806,367.1043333
no,no,-0.722704277,275.4693333
no,no,-1.698009412,336.2543333
no,no,-0.128835538,324.174
no,no,-0.557014027,371.326
no,no,0.088567511,298.0383333
no,no,-1.698009412,382.584
no,no,-0.491609981,321.2793333
yes,no,-0.541665877,310.406
yes,yes,-0.050001862,290.22
no,no,-0.652591139,325.912
yes,no,-0.701164544,243.286
no,no,-1.250471326,312.2593333
yes,no,-0.674566899,394.838
no,no,-0.480186074,276.99
yes,no,-0.649887772,303.199
yes,no,0.149872903,313.1186667
no,no,-0.877145031,298.144
no,no,-0.625644672,366.341
no,no,-0.877145031,311.5683333
no,yes,-0.140695472,420.3506667
yes,yes,2.580025639,355.1123333
no,no,-0.079128463,422.3253333
no,no,1.056983419,400.5553333
no,yes,-0.024363476,497.9996667
no,no,0.267512981,446.0646667
yes,no,0.043831143,367.9213333
no,no,-0.472250383,413.208
yes,yes,0.27396618,479.6783333
yes,yes,0.703888776,515.9496667
yes,yes,1.397433281,506.3846667
no,yes,-0.501115369,504.1556667
no,no,-0.341180675,369.4713333
yes,yes,1.42054271,468.1316667
yes,no,0.15902947,529.2296667
yes,yes,0.563836912,442.2863333
yes,yes,1.238370641,345.98
yes,yes,0.411925114,480.729
no,no,0.155454048,363.0816667
no,no,0.048017002,467.5116667
yes,no,-0.020700849,418.906
no,no,-0.007794451,413.9076667
yes,no,0.040168517,390.1853333
no,yes,0.809232893,381.2706667
yes,no,-0.193018709,391.1916667
yes,no,1.368306679,393.0476667
no,yes,-0.140695472,424.811
no,no,0.031971209,380.7196667
yes,yes,0.382624102,385.0366667
yes,yes,-0.415654082,421.526
no,no,-0.002736538,426.7606667
no,yes,-0.605413021,469.18
no,yes,0.390646998,390.0996667
yes,yes,0.47715475,494.847
yes,no,-0.193018709,426.15
no,no,-0.367952731,436.9983333
yes,yes,0.14028031,471.4133333
yes,yes,0.24082813,249.1006667
yes,no,-0.1799379,412.2706667
no,yes,-0.246126794,434.4873333
no,no,-1.357908372,395.421
yes,yes,0.022727438,429.574
no,no,0.23742712,332.724
yes,no,0.24309547,385.5883333
no,no,-0.605413021,359.6303333
yes,yes,-0.012939569,419.386
no,no,-0.466233211,462.274
no,no,-0.387486739,390.211
no,no,-0.404404586,454.092
yes,yes,0.022727438,360.2706667
no,no,-0.619278679,412.3586667
no,no,-0.74555209,434.4696667
yes,no,-0.67814232,381.6503333
no,no,-0.264527133,392.0636667
yes,no,-0.66035242,467.6243333
yes,yes,0.377478984,385.8393333
no,no,-0.710669932,430.3866667
no,no,0.177168192,391.119
yes,yes,0.347480328,328.2856667
yes,yes,-0.179153051,426.4446667
no,no,-0.163717696,347.366
no,no,-0.854122807,327.642
no,no,-1.014493528,357.2233333
yes,yes,-0.06500119,403.7273333
yes,yes,1.472691536,397.4146667
yes,yes,0.040168517,409.116
yes,no,-0.541665877,430.043
yes,yes,0.609358128,391.958
no,no,-0.877145031,419.5866667
no,no,-4.190252389,417.5776667
yes,yes,0.671186753,386.7623333
yes,yes,1.168780736,554.4443333
yes,no,0.74661942,541.2196667
yes,yes,2.059147816,570.5556667
yes,no,0.719760158,454.1416667
yes,yes,2.113215161,479.594
no,yes,-0.466233211,564.5506667
no,no,0.612323112,482.88
yes,yes,0.60534668,489.845
yes,yes,0.403727807,536.5143333
yes,yes,2.007260606,576.6056667
yes,yes,2.013364984,595.0043333
yes,yes,0.546308628,501.6736667
yes,no,1.219795891,392.102
yes,yes,1.65346832,482.769
yes,yes,2.772749561,508.8953333
yes,yes,0.170889403,433.702
yes,yes,0.272658099,569.6993333
yes,yes,0.837051414,603.7153333
yes,yes,1.830233655,584.6066667
yes,yes,1.810002003,412.8083333
yes,yes,1.810002003,578.6563333
yes,no,0.418029492,471.845
yes,yes,1.551438008,522.3046667
yes,yes,1.466412748,648.07
yes,yes,1.727592905,589.0543333
yes,yes,0.891118759,557.5993333
yes,no,0.71478945,587.9386667
yes,yes,1.168780736,632.125
yes,yes,0.563836912,594.756
yes,yes,1.514986153,550.6773333
no,yes,0.158244621,480.66
yes,no,-0.06500119,494.3503333
yes,yes,0.144030142,512.8676667
no,no,0.925913711,544.48
yes,yes,0.777926156,504.074
yes,yes,2.926318262,596.1043333
yes,yes,1.853866317,457.7526667
yes,yes,2.618308807,541.3293333
yes,yes,1.757940383,478.987
yes,yes,0.481166198,580.3593333
no,yes,-0.501987423,474.8873333
no,no,-0.237057433,305.202
yes,no,-0.505562844,399.9776667
yes,yes,0.480730171,285.3996667
yes,yes,0.577789775,411.1233333
no,no,0.681825811,426.0776667
yes,no,-0.119591767,417.1253333
yes,yes,2.009353536,370.083
yes,yes,1.048088469,368.4626667
yes,no,-0.284235552,489.1553333
yes,yes,1.718872366,337.4273333
yes,yes,0.509769567,460.0803333
yes,no,1.016084089,457.0023333
yes,yes,0.400937235,449.295
yes,yes,-0.394201555,375.9006667
yes,yes,0.263239916,348.397
yes,yes,0.958615734,467.015
yes,no,-0.254847334,319.051
yes,no,0.731707297,301.134
yes,no,0.063713973,359.03
yes,no,0.850917072,445.1053333
yes,yes,2.413027308,521.498
yes,no,-0.84932651,334.204
no,no,-0.205227464,347.2783333
yes,no,-0.087674592,340.8386667
no,yes,0.538808964,335.181
no,yes,0.98198678,425.287
yes,no,-0.070582335,356.3143333
no,no,-0.625644672,334.436
yes,no,0.425441951,300.4623333
yes,yes,0.415674946,398.3476667
yes,no,-0.541665877,390.6773333
no,yes,-0.019392768,439.0936667
no,yes,-0.815229201,425.4283333
no,no,-0.118894123,386.6466667
yes,no,-0.909847054,416.1336667
no,no,-2.203800701,356.2286667
no,no,-0.880458836,329.3636667
no,no,-1.188032263,357.277
no,no,-0.343884042,323.1493333
no,yes,-0.619278679,404.0173333
yes,no,0.79754737,442.5836667
no,yes,0.290448,430.5293333
yes,no,-0.070582335,413.3153333
yes,yes,0.72577733,429.8456667
yes,yes,1.318686809,476.3313333
yes,yes,2.538254255,347.2283333
no,yes,1.101196555,433.4913333
yes,yes,-0.187350358,424.2753333
no,yes,0.014530131,430.1533333
no,no,0.699005274,449.7723333
yes,no,0.505147681,431.9106667
no,yes,0.675547023,379.3416667
no,no,-0.667241646,376.3676667
yes,yes,0.083596803,425.7056667
no,no,-0.242202552,415.797
yes,yes,-0.37667327,385.8386667
no,no,-0.877145031,388.3436667
yes,yes,1.0405016,513.836
yes,yes,0.350706927,501.4593333
no,no,0.165221053,377.5516667
no,no,-0.118894123,413.356
yes,yes,-0.093953381,469.6723333
no,yes,0.769641644,545.3356667
yes,yes,0.299430155,470.5096667
yes,no,-0.193018709,356.4636667
yes,no,0.190859439,471.3743333
no,no,-0.4207992,385.2073333
no,yes,-0.236446996,352.0503333
yes,yes,5.658027252,396.573
no,no,-0.68799653,379.8676667
no,no,-0.507132541,414.6083333
no,no,-0.467802908,404.2646667
yes,yes,1.094830561,401.1956667
yes,no,0.481166198,371.0816667
yes,yes,0.410181007,431.4093333
no,no,-0.553264195,447.534
no,no,-0.491609981,336.1083333
yes,yes,0.56784836,361.523
no,no,-0.411468223,296.734
yes,yes,0.588080012,373.2473333
no,no,0.109496805,370.6996667
no,no,-0.520300556,362.7493333
no,no,-1.19605516,322.6636667
no,no,-0.568525139,387.5346667
no,no,-0.242028141,379.8396667
no,no,-1.19605516,404.1683333
no,no,-0.446524792,314.813
no,yes,-0.927985776,302.5746667
yes,yes,1.294966942,333.328
no,no,0.179609943,377.1026667
yes,yes,0.31695844,350.412
yes,no,-0.002998154,473.7043333
no,no,-1.014493528,355.0233333
yes,no,-0.193018709,355.116
no,no,-0.724448385,409.4213333
no,no,0.152663476,328.255
no,no,-0.707704949,367.412
yes,yes,0.09388704,365.1096667
yes,yes,1.332465262,363.261
yes,no,-0.570792479,343.1853333
no,no,0.333004232,357.5023333
no,no,-0.608203593,364.301
no,no,0.059964141,390.1843333
no,no,0.784815382,422.2603333
yes,no,-0.426380345,332.17
yes,no,-0.084447993,370.795
yes,no,0.42640121,342.1476667
yes,yes,0.371200195,320.848
yes,yes,0.022291411,395.518
no,no,-0.228249689,345.3883333
no,no,-0.880458836,451.2123333
no,yes,0.186499169,523.25
yes,no,0.221381327,428.648
no,no,-0.371876974,389.0096667
no,no,-0.466233211,440.67
no,no,0.409047336,458.3703333
yes,yes,0.155541254,490.447
yes,no,-0.052618023,486.8913333
yes,yes,0.589649709,390.4313333
yes,no,0.134437548,420.824
no,yes,-0.050612299,472.752
yes,no,-0.29923488,472.8823333
no,yes,-0.390800544,418.4516667
no,yes,-0.013637212,491.1306667
no,no,-0.298537237,443.8
no,no,-1.014493528,498.176
yes,yes,-0.975338305,479.7373333
yes,yes,0.022727438,416.556
yes,yes,-0.293392118,393.111
yes,yes,0.609358128,435.4853333
yes,no,-0.07939008,486.3846667
yes,no,-0.052618023,409.8463333
yes,yes,0.481166198,466.8743333
yes,no,-0.420275968,440.7823333
yes,yes,0.146297482,471.7806667
yes,yes,0.251031161,457.7263333
no,yes,-0.246126794,444.5566667
yes,no,0.175947316,498.8913333
yes,yes,0.087346635,359.7063333
no,yes,-0.264527133,465.304
yes,no,-1.083734611,437.4663333
yes,yes,0.662204597,502.406
yes,yes,0.350706927,474.7136667
no,no,-0.246126794,446.053
no,no,-0.472250383,487.606
no,yes,0.363787737,450.5996667
no,yes,-0.264527133,520.6906667
yes,yes,1.318686809,574.5146667
yes,yes,0.138797818,479.8463333
no,yes,0.255914663,497.2206667
yes,yes,1.472604331,519.132
yes,yes,1.094830561,490.2336667
yes,yes,1.028118434,515.086
yes,yes,0.995242,506.1646667
no,yes,1.083493859,559.5356667
yes,yes,0.603166545,508.3633333
yes,yes,0.696650728,484.3653333
yes,yes,0.632816379,540.3626667
yes,yes,1.334558191,484.1263333
yes,yes,1.757678766,532.5743333
yes,yes,1.807473047,514.9116667
yes,yes,0.327771908,560.7123333
yes,yes,1.5917269,474.0056667
yes,yes,1.03160665,459.72
no,yes,-0.14584059,491.103
yes,yes,1.397433281,578.4706667
yes,yes,1.603150807,532.2803333
yes,no,1.874708406,442.3323333
yes,no,0.918501253,514.2753333
yes,yes,0.673628504,486.5093333
yes,yes,0.249635875,493.3076667
yes,yes,1.62050468,481.828
no,yes,0.009559423,535.49
no,yes,-0.270369894,540.853
yes,yes,1.208284779,497.0566667
no,yes,0.093451013,487.859
yes,yes,1.568268649,486.6563333
yes,yes,1.581262253,489.806
yes,yes,1.318686809,502.681
yes,yes,1.472604331,498.8676667
no,no,-0.122120723,503.492
yes,yes,0.814378011,466.024
yes,yes,0.34800356,493.4193333
no,yes,0.290448,517.4413333
yes,no,0.15902947,522.0096667
yes,yes,0.350706927,480.0426667
yes,yes,1.313628896,504.2386667
no,yes,-0.074157756,483.682
yes,yes,1.449407696,431.2806667
yes,no,0.595928497,408.584
yes,no,0.195481325,328.5753333
yes,no,0.178563478,333.4463333
no,no,-1.034725179,314.987
yes,yes,5.658027252,283.2833333
no,yes,0.645984394,385.8863333
no,no,-0.693141648,344.165
no,no,-0.118894123,357.6953333
yes,no,1.45481443,424.0983333
no,no,-0.454460483,301.5433333
no,no,-0.589541639,371.3776667
yes,no,0.048801851,365.4516667
yes,yes,0.830772625,370.631
yes,no,0.186063142,319.9866667
no,no,-0.053926104,323.0156667
yes,no,-0.426380345,321.8476667
no,no,-1.448253161,303.5083333
yes,no,0.367188747,414.588
yes,no,-0.308827473,336.853
yes,yes,0.793099895,453.472
no,no,-0.74555209,384.9223333
yes,yes,0.308150695,431.6616667
no,no,-0.418183038,341.548
yes,no,0.802430872,404.98
yes,no,0.378351037,366.3683333
no,no,-0.411468223,338.814
no,no,-0.467802908,399.3283333
yes,no,0.138797818,386.6976667
no,no,-0.317199191,382.381
no,no,-0.491609981,388.6393333
no,no,0.129030814,347.0683333
yes,no,-0.657474642,400.7443333
no,no,0.156849335,367.2033333
no,no,-1.177044384,336.4773333
no,no,-0.326704579,301.2313333
no,no,0.40102444,339.2936667
no,no,-0.223889419,406.1946667
yes,no,0.610579004,390.143
yes,yes,0.955912367,492.169
no,yes,0.968557149,400.6146667
no,no,-1.188032263,475.53
yes,no,-0.070582335,433.6963333
yes,yes,1.190320468,535.5546667
yes,no,-0.643783395,403.682
no,no,-0.728023806,356.5183333
yes,yes,-0.187350358,417.3083333
yes,no,-0.541665877,411.497
yes,no,-0.649887772,486.7883333
no,no,-1.357908372,405.902
no,no,-0.589541639,373.5363333
yes,yes,1.154217435,474.686
yes,no,-0.78627701,450.272
yes,yes,0.891118759,467.29
yes,no,-0.165287393,470.748
yes,yes,0.628368904,419.648
yes,no,0.15902947,429.1993333
yes,no,0.297337226,399.664
yes,no,0.15902947,414.2813333
no,yes,0.372769892,449.157
no,no,-0.343884042,448.811
no,no,-0.551868908,360.3806667
yes,yes,-0.134155068,440.1
yes,no,-0.940020121,405.013
yes,yes,0.647728502,562.432
no,no,0.502269903,439.868
yes,no,0.392827133,441.698
yes,no,0.15902947,482.2396667
yes,yes,0.765804606,505.5263333
yes,no,-0.649887772,371.0486667
yes,yes,-0.286328481,432.3516667
yes,yes,0.24082813,439.2303333
no,no,-0.728023806,464.4996667
no,no,-0.459954422,471.0993333
no,no,-1.18506728,469.9456667
yes,yes,-0.165287393,439.057
yes,yes,1.370050787,496.692
yes,no,0.635519747,414.4416667
no,no,-0.237057433,362.792
yes,no,-0.284235552,413.985
no,no,-1.060450771,369.4573333
no,no,-0.472250383,315.1136667
no,no,-1.177044384,377.1336667
yes,no,0.602294491,326.7473333
no,no,-1.393662584,404.1323333
no,no,-0.328623098,440.741
no,no,-1.177044384,287.0223333
yes,no,0.096939229,368.478
yes,no,-0.984582077,276.2106667
no,yes,-0.050525094,300.3986667
yes,no,0.31259817,421.191
no,no,-0.326704579,326.4646667
yes,no,0.004675921,354.407
no,no,-1.393662584,319.5663333
no,no,-1.012138982,327.6753333
no,no,-0.511841632,365.031
yes,yes,-0.863453784,338.7026667
no,no,-1.393662584,362.9486667
